Nombre,Tipo,Subtipo,Estatus,Direccion Fisica,Region,Region Zipcode,Municipio,Fipcode,Zipcode,Contacto,Telefono,Tipo de Licencia,Numero de Licencia,Expiracion de Licencia,Estatus de Licencia,Capacidad
Campea Juventud Eterna,Adultos Mayores,CAMPEA,Operando,Cruce Davila Carr 140 Km 64.9 Barceloneta,Arecibo,612,Barceloneta,72017,617,Lucy Pimentel Roman,(787)-846-0110,Licenciado,15,11/29/2023,Al dia,85
Hogar Sustituto Santiago Torres,Adultos Mayores,Hogar Sustituto,Operando,Carr. 773 Km 1.0 Bo Barrancas Sector Los Rios,Caguas,725,Barranquitas,72019,794,Liza,(939)-276-3417,Licenciado,L04230782,7/16/2025,Al dia,6
Hogar Nuevo Renacer Inc.,Adultos Mayores,Institucion de Adultos,Operando,Carr. 156 Km 10.7 Bo. Palo Hincado,Caguas,725,Barranquitas,72019,794,Madeline,(787)-215-7983,Licenciado,208,2/21/2025,Al dia,23
Institucion Hogar San Geraldo,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 156, Km. 11.5, Int. Bo Palo Hincado, Sector Pinones, Barranquitas",Caguas,725,Barranquitas,72019,794,Yolanda,(787)-857-3718,Licenciado,281,3/22/2025,Al dia,25
Campea Centro Geriatrico La Hermandad,Adultos Mayores,CAMPEA,Operando,"Calle 152 Km 6.3 Bo. Quebradillas, Sector Pedro Laboy, Barranquitas",Caguas,725,Barranquitas,72019,794,Ivan,(787)-857-2520,Licenciado,31,1/28/2025,Al dia,150
"Hogar La Bendicion, Inc",Adultos Mayores,Hogar Sustituto,Operando,Calle 8 I-31 Villa Rica,Bayamon,934,Bayamon,72021,959,No Contact,(787)-554-8891,Licenciado,611,12/12/9999,Vencida,1
Camille M. Muniz Oquendo/Casa Andaluz,Adultos Mayores,Hogar Sustituto,Operando,Urb. Lomas Verdes Calle Andaluz #2 G-15,Bayamon,934,Bayamon,72021,956,Camille,(787)-692-3929,Licenciado,162,9/5/2024,Al dia,5
Hogar Sustituto Ivette Martinez Rosado,Adultos Mayores,Hogar Sustituto,Operando,Lomas Verdes Z- 12,Bayamon,934,Bayamon,72021,956,Ivette,(787)-643-7629,Licenciado,140,8/10/2025,Al dia,5
Hs Margarita Colon Silva,Adultos Mayores,Hogar Sustituto,Operando,"Calle 15 M-9 Urb. Bella Vista Gardens, Bayamon",Bayamon,934,Bayamon,72021,957,Margarita Colon Silva,(787)-484-0471,Licenciado,62,11/14/2024,Al dia,5
Hogar Sustituto El Eden,Adultos Mayores,Hogar Sustituto,Operando,"Urb. Santa Rosa, Calle 16 Boq. 25  #33 Bayamon",Bayamon,934,Bayamon,72021,959,Ruby,(787)-778-3937,Licenciado,124,12/11/2023,Al dia,5
"Hs La Casa De Eva Nursing Home, Corp",Adultos Mayores,Hogar Sustituto,Operando,Carr. 831 Km 6.3 Hm. 3 Bo. Minillas,Bayamon,934,Bayamon,72021,956,Jackeline Sierra Cosme,(787)-203-0330,Licenciado,161,3/22/2024,Al dia,6
Hogar Sustituto Ana G. David Pedrogo,Adultos Mayores,Hogar Sustituto,Operando,"Calle 15 L-21, Bella Vista Gardens, Bayamon",Bayamon,934,Bayamon,72021,957,Maribel,(787)-531-4743,Licenciado,43,8/24/2023,Vencida,6
Hogar Sustituto Maria Cruz Resto,Adultos Mayores,Hogar Sustituto,Operando,"Parcelas Van Scoy, Calle 7 K-62, Bayamon",Bayamon,934,Bayamon,72021,957,Maria,(787)-234-4802,Licenciado,135,1/28/2025,Al dia,6
Hs Hogar El Bonsai,Adultos Mayores,Hogar Sustituto,Operando,Hnas. Davila Calle 8 H-22,Bayamon,934,Bayamon,72021,959,Efrain Collazo Rodriguez / Yazmin M. Baez,(939)-262-8758,Licenciado,160,9/13/2023,Al dia,6
Hs Hogar San Miguel,Adultos Mayores,Hogar Sustituto,Operando,Calle 38 Qq-4 Santa Juanita,Bayamon,934,Bayamon,72021,959,Alixon,(787)-906-8383,Licenciado,158,1/18/2025,Al dia,6
Hogar Pascual Rossy Inc.,Adultos Mayores,Hogar Sustituto,Operando,Bo. Hato Tejas,Bayamon,934,Bayamon,72021,959,Pascual,(787)-648-7726,Licenciado,136,7/6/2018,Vencida,6
Inst. Mi Eterna Vejez,Adultos Mayores,Institucion de Adultos,Operando,Ext. Forest Hills Calle Atenas O- 161,Bayamon,934,Bayamon,72021,956,Yiselle,(787)-326-2322,Licenciado,484,10/28/2023,Al dia,9
Inst. Verde Luz,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 831, Km. 4.4, Sector Adrian Ortiz, Bo. Minillas, Bayamon",Bayamon,934,Bayamon,72021,958,Nilsa,(787)-740-8743,Licenciado,277,10/29/2023,Al dia,10
Inst. Hogar Amor De Angeles Inc.,Adultos Mayores,Institucion de Adultos,Operando,Urb. Villa Rica Calle Ana Ah - 22,Bayamon,934,Bayamon,72021,959,Yajaira,(939)-281-5193,Licenciado,490,5/23/2024,Al dia,10
Inst. Las Manos De Jesus,Adultos Mayores,Institucion de Adultos,Operando,Urb. Forest View Calle Dakar E- 163,Bayamon,934,Bayamon,72021,956,Daniel,(787)-604-3824,Licenciado,393,12/16/2024,Al dia,12
Inst. Dulce Hogar Ebenezer,Adultos Mayores,Institucion de Adultos,Operando,Carr. 830 Km. 2.4 Camino Haciendas,Bayamon,934,Bayamon,72021,959,Joan,(787)-528-7807,Licenciado,474,4/13/2025,Al dia,12
"Inst. Hogar De Envejecientes New Paradise, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Calle 4 E-14 Quintas Del Norte Bayamon,Bayamon,934,Bayamon,72021,959,Francisco,(939)-256-3630,Licenciado,437,6/14/2025,Al dia,12
Inst. Hogar Envejeciente Fittipaldi,Adultos Mayores,Institucion de Adultos,Operando,Calle Edmee Ai-22 Urb. Villa Rica,Bayamon,934,Bayamon,72021,959,Linnette,(787)-780-2350,Licenciado,382,7/6/2024,Al dia,12
"Institucion Casa Monica, Corp.",Adultos Mayores,Institucion de Adultos,Operando,Calle Valois L-28 Villa Contesa,Bayamon,934,Bayamon,72021,959,Ana,(787)-318-1761,Licenciado,494,8/9/2024,Al dia,12
"Inst. Santi'S  Home Care, Inc",Adultos Mayores,Institucion de Adultos,Operando,"Bo. Juan Sanchez Calle 10 Num. 400, Bayamon",Bayamon,934,Bayamon,72021,956,Maria,(787)-674-4211,Licenciado,389,11/20/2024,Al dia,13
Inst. El Nuevo Hogar / Santiago Home Care Inc,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 167 Km. 18  Hm 5 Bo. Pajaros Puertorriquenos,",Bayamon,934,Bayamon,72021,957,Eric,(787)-797-4068,Licenciado,443,6/5/2024,Al dia,13
Patients Care Ederly Home,Adultos Mayores,Institucion de Adultos,Operando,Urb. Forest Hill C/25 C- 15,Bayamon,934,Bayamon,72021,959,Lourdes,(787)-910-8499,Licenciado,404,8/16/2023,Vencida,13
"Inst. St. Jude Nursing Home, Inc",Adultos Mayores,Institucion de Adultos,Operando,"Calle De La Vera D-1 Urb. Villa Espana, Bayamon",Bayamon,934,Bayamon,72021,961,Hector Jaca Lugo,(787)-614-0736,Licenciado,338,2/10/2025,Al dia,13
"Inst. Gerontologico De La Montana,",Adultos Mayores,Institucion de Adultos,Operando,Carr. 816 Int. 879 Km 5.8 Sector Casillas Bo. Nuevo,Bayamon,934,Bayamon,72021,956,Ana,(787)-598-0391,Licenciado,433,5/29/2025,Al dia,14
"Inst. Hogar Valparaiso, Inc",Adultos Mayores,Institucion de Adultos,Operando,Calle Valparaiso B-20 Ext. Forest Hills,Bayamon,934,Bayamon,72021,959,Fior,(787)-484-2476,Licenciado,465,6/5/2025,Al dia,14
Institucion Hogar Jardin,Adultos Mayores,Institucion de Adultos,Operando,Calle 25 Bloque 26 B#7 Sierra Bayamon,Bayamon,934,Bayamon,72021,959,Petronila,(787)-697-5597,Licenciado,356,8/24/2024,Al dia,14
Inst. La Aldea Elderly Home Inc.,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 840 Km 0.6, Sector La Aldea",Bayamon,934,Bayamon,72021,956,Yomari,(787)-998-4499,Licenciado,423,10/20/2024,Al dia,15
Inst. Hogar Raul Burgos,Adultos Mayores,Institucion de Adultos,Operando,"Urb. San Fernando M-1 Ave. Hermanas Davila, Bayamon",Bayamon,934,Bayamon,72021,957,Peter,(787)-587-5272,Licenciado,447,6/20/2024,Al dia,15
Inst. Guadalupe Home Care,Adultos Mayores,Institucion de Adultos,Operando,"Ave. Nogal X-47 Lomas Verdes, Bayamon",Bayamon,934,Bayamon,72021,956,Myrna,(787)-603-2269,Licenciado,440,12/18/2023,Al dia,16
Inst. Home Gold Days,Adultos Mayores,Institucion de Adultos,Operando,"Urb. Lomas Verdes, Calle Flamboyan 2 H-21 Bayamon",Bayamon,934,Bayamon,72021,956,Yesenia,(787)-957-7504,Licenciado,449,7/30/2024,Al dia,16
"Casa De Abuelos Adrianel, Corp.",Adultos Mayores,Institucion de Adultos,Operando,Urb. Santa Elena,Bayamon,934,Bayamon,72021,957,Jennifer,(787)-672-3826,Licenciado,L03230441,2/20/2025,Al dia,17
Inst. Hogar Amor De Jesus,Adultos Mayores,Institucion de Adultos,Operando,"Calle Ana Ak-20 Urb. Villa Rica, Bayamon",Bayamon,934,Bayamon,72021,959,Diana,(787)-210-9309,Licenciado,294,8/12/2024,Al dia,17
Inst. Huellas De Vida Nursing Home,Adultos Mayores,Institucion de Adultos,Operando,"Camino Esteban Cruz 117, Ave. Santa Juanita, Bayamon",Bayamon,934,Bayamon,72021,960,Efrain,(787)-966-6752,Licenciado,446,6/6/2024,Al dia,17
"Hogar Milagro De Amor, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Carr. 871 Km. 1.1 Sector Volcan Arenas,Bayamon,934,Bayamon,72021,961,Rosa,(787)-309-2770,Licenciado,L03230556,3/4/2025,Al dia,17
"Inst. Geriatrica Vida Y Esperanza, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 830, Km. 2.9, Bo. Cerro Gordo, Sector Los Goveo, Bayamon",Bayamon,934,Bayamon,72021,956,Juan,(787)-308-6222,Licenciado,207,9/26/2024,Al dia,19
Mi Casita Institucion Envejecientes Llc,Adultos Mayores,Institucion de Adultos,Operando,Urb. Lomas Verdes Ave. Bellisima T-23 Bayamon,Bayamon,934,Bayamon,72021,956,Lisbeth,(787)-702-3475,Licenciado,489,12/21/2023,Al dia,19
Inst. Casa Haret,Adultos Mayores,Institucion de Adultos,Operando,"Calle 49 Ab-2, Rexville Bayamon",Bayamon,934,Bayamon,72021,958,Yadira,(787)-477-0108,Licenciado,363,10/18/2024,Al dia,19
"Casa De Envejecientes Mi Nuevo Hogar, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Carr. 830 Km Hm 2.6,Bayamon,934,Bayamon,72021,956,Beverly,(787)-597-0976,Licenciado,L03230551,4/20/2025,Al dia,20
Hogar Cuido Vida,Adultos Mayores,Institucion de Adultos,Operando,Via Rexville Dd- 56-F Solar 4 Buena Vista,Bayamon,934,Bayamon,72021,956,Lyann,(787)-639-7017,Licenciado,L03230328,2/2/2025,Al dia,20
"Institucion Way Of Living, Corp.",Adultos Mayores,Institucion de Adultos,Operando,Carr. 167 Ramal 829 Km1.1 Sector Los Fonseca Buena Vista Bayamon,Bayamon,934,Bayamon,72021,956,Ydsia,(787)-359-4979,Licenciado,436,5/9/2025,Al dia,20
"Inst. Vivir Para Ser Feliz, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Calle 21 Numero # 326 Flamingo Hills,Bayamon,934,Bayamon,72021,957,Geovannie Lopez Concepcio,(787)-604-8524,Licenciado,376,2/4/2024,Al dia,20
"Inst. Jovenes Del Pasado, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Calle Pajaros Num. 37 Hato Tejas,Bayamon,934,Bayamon,72021,959,Giovanni,(787)-785-3297,Licenciado,371,3/2/2024,Al dia,20
Inst. Maggy'S Garden Home,Adultos Mayores,Institucion de Adultos,Operando,Urb. Villa Rica C/1 G-29,Bayamon,934,Bayamon,72021,959,Alexa,(939)-263-2540,Licenciado,476,5/24/2025,Al dia,20
Inst.  Home Dreams Of,Adultos Mayores,Institucion de Adultos,Operando,Ext. Villa Rica C/5 E-79,Bayamon,934,Bayamon,72021,959,Abnyris,(787)-318-3435,Licenciado,472,2/17/2025,Al dia,25
"Inst. Hogar Jardin De Vida, Inc",Adultos Mayores,Institucion de Adultos,Operando,Calle Davila #14,Bayamon,934,Bayamon,72021,959,Zulma,(787)-294-6727,Licenciado,457,12/20/2024,Al dia,25
"Inst. Villa Angelica, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 167 Km. 13.9 Reparto Rosario, Bo. Buena Vista",Bayamon,934,Bayamon,72021,959,Jose,(787)-799-7859,Licenciado,129,3/13/2024,Al dia,25
"Institucion Casa Alegria, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Bo. Santa Olaya, Carr. 829, Km. 10.2, Bayamon",Bayamon,934,Bayamon,72021,956,Yarely,(787)-245-1724,Licenciado,418,9/2/2024,Al dia,26
"Inst. Casa Paola, Corp.",Adultos Mayores,Institucion de Adultos,Operando,Calle Rossy #5 Hato Tejas,Bayamon,934,Bayamon,72021,959,Natalia,(787)-248-1042,Licenciado,463,5/7/2023,Vencida,27
Inst. Estancia Dorada,Adultos Mayores,Institucion de Adultos,Operando,"Calle 15 M-17 Urb. Bella Vista, Bayamon",Bayamon,934,Bayamon,72021,959,Ana,(787)-279-1293,Licenciado,279,2/19/2024,Al dia,27
"Inst. Palacio De Oro, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Urb. Van Scoy, Calle Este P-298, Bayamon",Bayamon,934,Bayamon,72021,959,Mayra,(787)-685-1534,Licenciado,422,8/24/2024,Al dia,29
"Wecare Of Puerto Rico, Corp.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 174 Km 10.4 Bo., Guaraguao Sector Morenita, Bayamon",Bayamon,934,Bayamon,72021,956,Rosa,(787)-647-0909,Licenciado,306,7/15/2024,Al dia,30
"Institucion De Envejecientes Hogar Dulce Hogar, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Urb. Sierra Bayamon, Calle 3 Bloque 3 Num. 16",Bayamon,934,Bayamon,72021,961,Carmen,(787)-785-7575,Licenciado,148,10/27/2024,Al dia,31
"Inst. Hogar Juliana, Inc",Adultos Mayores,Institucion de Adultos,Operando,"Urb. Bella Vista C/1 # E-16,17 Bayamon",Bayamon,934,Bayamon,72021,957,Juliana,(787)-698-4661,Licenciado,441,2/8/2024,Al dia,35
"Inst. Esperanza, Amor Y Vida",Adultos Mayores,Institucion de Adultos,Operando,Carr. 830 Ramal 829 Bo. Cerro Gordo,Bayamon,934,Bayamon,72021,956,Angel,(787)-730-8848,Licenciado,254,10/23/2024,Al dia,37
Inst. Hogar Arcangel Gabriel,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Cerro Gordo, Carr. 830 Km. 1.0, Sector La Tosca",Bayamon,934,Bayamon,72021,960,Eva,(787)-585-0461,Licenciado,360,7/24/2024,Al dia,37
"Vazquez Home Care, Crl",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 167 Ramal, 830, Km.2.3, Bo, Cerro Gordo, Bayamon",Bayamon,934,Bayamon,72021,956,Katty,(787)-941-4358,Licenciado,408,11/5/2023,Al dia,38
Inst. Hogar Elisabt Jardin El Eden,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 174, Km. 5.5, Sector Pepe Torres, Bo. Minillas, Bayamon",Bayamon,934,Bayamon,72021,956,Elizabeth,(787)-638-1347,Licenciado,123,10/31/2023,Al dia,40
"Inst. Hogar Ileaner Declet Rosa, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Calle 10 P-32 Urb. Hermanas Davila,Bayamon,934,Bayamon,72021,956,Celia,(787)-294-6275,Licenciado,486,1/24/2024,Al dia,43
"Vida Abundante, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Carr. 829 Km 4.9 Sector Sabana,Bayamon,934,Bayamon,72021,956,Lorianette,(787)-692-5717,Licenciado,L03230332,2/28/2025,Al dia,44
"Inst. Hogar Casa Feliz, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 864 Km. 1.5 Bo. Hato Tejas, Bayamon",Bayamon,934,Bayamon,72021,959,Montier,(787)-995-6333,Licenciado,397,3/27/2025,Al dia,60
"Inst. San Pablo Home For The Elderly, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Santa Cruz Bo. Juan Sanchez, Piso 3",Bayamon,934,Bayamon,72021,961,Emir,(787)-403-1041,Licenciado,493,8/3/2024,Al dia,88
Inst.  Insignia Living Of P.R. Inc.,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Juan Sanchez, Carr. #2 Km 8.3",Bayamon,934,Bayamon,72021,956,Maritza,(787)-425-0213,Licenciado,470,11/8/2024,Al dia,113
"Campea Centro Cristiano Act. Mult. Shalom, Inc.",Adultos Mayores,CAMPEA,Operando,"Urb. Sierra Linda Calle 5, Esq. 9, Bayamon",Bayamon,934,Bayamon,72021,957,Iris,(787)-787-3790,Licenciado,16,11/18/2024,Al dia,140
Campea Ciudad Dorada (Municipio Bayamon),Adultos Mayores,CAMPEA,Operando,"Bo. Cerro Gordo, Carr. 167, Int., Carr. 830, Bayamon",Bayamon,934,Bayamon,72021,957,Elsie,(787)-797-6565,Licenciado,21,6/22/2024,Al dia,180
Hogar La Trinitaria,Adultos Mayores,Hogar Sustituto,Operando,"Carr. 307 Km 5.7 Int. Comunidad Del Toro, Guaniquilla",Mayaguez,680,Cabo Rojo,72023,623,Marlene,(939)-228-5220,Licenciado,97,4/10/2025,Al dia,0
Hogar Sustituto Hijos De Dios,Adultos Mayores,Hogar Sustituto,Operando,Urb. La Concepcion Calle Elena A#3,Mayaguez,680,Cabo Rojo,72023,623,Jennifer Casiano,(787)-220-3842,Licenciado,68,11/22/2025,Al dia,6
Inst. Hogar Cielo Mar,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 301 Km. 1.6 Sector El Combate, Cabo Rojo",Mayaguez,680,Cabo Rojo,72023,623,Shalimar,(787)-394-5465,Licenciado,205,10/14/2024,Al dia,13
"Inst. Southwest Anging Center,",Adultos Mayores,Institucion de Adultos,Operando,Bo. Paraguayon Carr. 258 Km 18.5 Joyuda,Mayaguez,680,Cabo Rojo,72023,623,Michelle,(787)-638-5868,Licenciado,179,8/3/2024,Al dia,16
Inst. Hogar Casa De Campo,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 103 Int. 300 Km. 1.1 Camino Los Bo. Sosa, Cabo Rojo",Mayaguez,680,Cabo Rojo,72023,623,Mildred,(787)-501-5641,Licenciado,253,1/11/2025,Al dia,18
Inst. Amanecer Borincano,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 3301 Km 0.8 Sector Las Arenas, Boqueron, Cabo Rojo",Mayaguez,680,Cabo Rojo,72023,623,Alba,(787)-254-1935,Licenciado,149,10/6/2024,Al dia,19
Inst. Paraiso Escondido,Adultos Mayores,Institucion de Adultos,Operando,"Carr.307 Km 9.1 Int. Sector Los Guilloty, Boqueron",Mayaguez,680,Cabo Rojo,72023,623,Delvis,(787)-697-5688,Licenciado,194,8/23/2023,Vencida,19
Inst. Hogar Union De Amor,Adultos Mayores,Institucion de Adultos,Operando,Carr. Pr 307 Km 7.7 Int. Paseo Boqueron,Mayaguez,680,Cabo Rojo,72023,622,Dessire,(787)-929-7283,Licenciado,222,7/7/2024,Al dia,22
Inst. Hogar Villa Amapola,Adultos Mayores,Institucion de Adultos,Operando,Carr. 100 Km 16.8 Sector La Garita Miradero,Mayaguez,680,Cabo Rojo,72023,623,Kritzia Cruz,(787)-476-1930,Licenciado,223,2/18/2025,Al dia,23
"Hogar Milagros Del Mar, Llc.",Adultos Mayores,Institucion de Adultos,Operando,Carr. 311 Km 3.4 Bo. Guanajibo,Mayaguez,680,Cabo Rojo,72023,623,Edwin,(939)-228-9211,Licenciado,255,1/28/2025,Al dia,30
Inst. Hogar San Miguel Arcangel Nursing Home Inc.,Adultos Mayores,Institucion de Adultos,Operando,138A Carr. 102 Bo. Miradero,Mayaguez,680,Cabo Rojo,72023,623,Janett,(787)-980-7872,Licenciado,247,7/19/2024,Al dia,38
Campea Hector Jr. Marti Carrillo,Adultos Mayores,CAMPEA,Operando,Ext. Carbonell Km 5.2,Mayaguez,680,Cabo Rojo,72023,623,Juan,(787)-255-2228,Licenciado,48,8/23/2023,Vencida,80
"Hogar Rosa De Amor, Corp",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 788 Raman 761 Kilomentro 2.1, Sector Macanea Bo Turabo",Caguas,725,Caguas,72025,725,Natacha,(787)-538-6592,Licenciado,366,6/6/2024,Al dia,1
Hogar Sustituto Echevarria Cartagena,Adultos Mayores,Hogar Sustituto,Operando,Carr. 1 Ramal 786 Km 0.7 Bo. Turabo Sector Acueducto,Caguas,725,Caguas,72025,725,Jose,(787)-594-6768,Licenciado,L04230783,7/2/2025,Al dia,4
Hogar Sustituto Aponte - Rios,Adultos Mayores,Hogar Sustituto,Operando,"Urb. El Verde, Calle Neptuno #74",Caguas,725,Caguas,72025,725,Wilmarie,(787)-955-2898,Licenciado,149,8/17/2025,Al dia,6
Hogar Sustituto Roman Rosario,Adultos Mayores,Hogar Sustituto,Operando,Villa Del Rey #1,Caguas,725,Caguas,72025,725,Hilda Roman,(787)-409-8699,Licenciado,158,8/27/2025,Al dia,6
Hogar Sustituto Santiago Carrasquillo,Adultos Mayores,Hogar Sustituto,Operando,"Urb. Jardines De Caguas A-5 Calle E, Caguas",Caguas,725,Caguas,72025,725,Julio,(787)-638-9132,Licenciado,129,4/5/2024,Al dia,6
Hs Arocho Escalante,Adultos Mayores,Hogar Sustituto,Operando,Calle 32 A-11 Urb. Turabo Gardens,Caguas,725,Caguas,72025,725,Jeanette M. Arocho Escalante,(939)-223-8067,Licenciado,155,5/22/2025,Al dia,6
Hs Baker Mejias,Adultos Mayores,Hogar Sustituto,Operando,"C/3 L-10 Bo. Tomas De Castro 2, Sector Valle Hermoso",Caguas,725,Caguas,72025,725,Amelia,(787)-531-8763,Licenciado,154,1/22/2025,Al dia,6
Hs Caez Ortiz,Adultos Mayores,Hogar Sustituto,Operando,Carr. 175 Km 1.4,Caguas,725,Caguas,72025,725,Keyshliann,(939)-278-1381,Licenciado,162,3/19/2025,Al dia,6
Hs Sanchez Berrios,Adultos Mayores,Hogar Sustituto,Operando,Urb. Villa Turabo Calle Robles Num. F-10,Caguas,725,Caguas,72025,725,Ruben,(787)-392-2195,Licenciado,157,8/1/2023,Vencida,6
Hogar Sustituto Cespedes Ramos,Adultos Mayores,Hogar Sustituto,Operando,Calle Amatista #12 Urb. Villa Blanca,Caguas,725,Caguas,72025,725,Daisy,(787)-299-4506,Licenciado,150,5/23/2025,Al dia,6
Hogar Sustituto Delgado Pena,Adultos Mayores,Hogar Sustituto,Operando,Urb. Villa Nueva Calle 4 W-21,Caguas,725,Caguas,72025,727,Maria,(787)-409-1992,Licenciado,161,12/14/2024,Al dia,6
Hs Cartagena Camacho,Adultos Mayores,Hogar Sustituto,Operando,Carr. 7784 Km 3.3 Bo. Turabo,Caguas,725,Caguas,72025,727,Edwin,(787)-634-4468,Licenciado,156,7/4/2025,Al dia,6
Inst. Hogar Mis Viejitos,Adultos Mayores,Institucion de Adultos,Operando,"Calle 6 4-L-25, 4Ta Seccion Urb. Villa Del Rey",Caguas,725,Caguas,72025,727,Gisela Medina Vazquez,(787)-388-5351,Licenciado,349,10/31/2023,Al dia,10
Hogar Jardin De Amor,Adultos Mayores,Institucion de Adultos,Operando,Carr. # 1 Km 29.5 Bo. Rio Canas Sector Quebrada,Caguas,725,Caguas,72025,726,Sonia,(787)-962-9664,Licenciado,369,12/14/2024,Al dia,11
Inst. Elderly Home Mis,Adultos Mayores,Institucion de Adultos,Operando,Calle Riqueza # 34 Villa Caliz 1,Caguas,725,Caguas,72025,727,Emigmary,(787)-979-2148,Licenciado,370,3/9/2025,Al dia,11
Vitally Home Inc Ii Caguas,Adultos Mayores,Institucion de Adultos,Operando,Urb Bunker Calle Costa Rica,Caguas,725,Caguas,72025,725,Carmen,(787)-376-7141,Licenciado,L04230781,7/16/2025,Al dia,12
Inst. Hogar Senderos De Fe,Adultos Mayores,Institucion de Adultos,Operando,Carr. 795 Bo. La Barra Calle 11 E- 79,Caguas,725,Caguas,72025,725,Myrna Reyes,(787)-747-7469,Licenciado,364,11/28/2023,Al dia,13
"Hogar Esperanza De Vida, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Calle Solina # 255 Parcelas Nuevas Bo. Borinquen,Caguas,725,Caguas,72025,725,Hector,(787)-485-8755,Licenciado,368,12/6/2024,Al dia,14
"Inst. Hogar Comunitario San Jose, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Urb. San Antonio Calle 4 F-17,Caguas,725,Caguas,72025,725,Gricel,(787)-342-7851,Licenciado,307,3/2/2025,Al dia,14
"Inst. Hogar Vista Bella, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Urb. Santa Juana Ii #9 Calle 15,Caguas,725,Caguas,72025,725,Sheyla,(787)-299-7744,Licenciado,314,1/10/2024,Al dia,15
Inst. Cassa Mia,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Canaboncito, Sector Los Melendez, Carr. 172 Km 18.9",Caguas,725,Caguas,72025,727,Ineabelle,(787)-428-2456,Licenciado,353,8/3/2024,Al dia,15
Hogar Amatista Llc,Adultos Mayores,Institucion de Adultos,Operando,Calle Amatista #31,Caguas,725,Caguas,72025,725,Jorge,(787)-505-8901,Licenciado,L04230809,8/7/2025,Al dia,16
"Inst. Hogar Canaan, Llc",Adultos Mayores,Institucion de Adultos,Operando,"Bo. Turabo Arriba, Sector Acueducto Km40.8 Ramal 786",Caguas,725,Caguas,72025,725,Evelyn,(787)-203-1084,Licenciado,365,3/15/2024,Al dia,17
"Inst. Home Care Barbara, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Urb. Bairoa Df 8 Calle 15,Caguas,725,Caguas,72025,725,Maria,(787)-286-0549,Licenciado,163,6/8/2024,Al dia,17
Institucion Hogar Pena Rios,Adultos Mayores,Institucion de Adultos,Operando,Urb. El Verde Calle Neptuno Numero 88,Caguas,725,Caguas,72025,725,Enid,(787)-258-5758,Licenciado,338,7/13/2025,Al dia,17
Institucion Caridad Las Mercedes Corp.,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Turabo Arriba, Km 3.1, Carr. 172, Sector Hormigas, Ramal 7784",Caguas,725,Caguas,72025,727,Maria,(787)-457-3664,Licenciado,300,8/18/2025,Al dia,17
